Code,Q,interviewer,interviewee
p59,3,Interviewer: Mhm.,Interviewee: Even if that seems easier. Umm and then also like  maintaining the motivation among a group of people that are like really busy with other things in their lives. So that's the biggest challenge I think  but.
p59,4,Interviewer: Great. Tell me about a time you're working on a team a face a challenge  how do you solve that problem?,Interviewee: Umm... so I guess the same organization  we had a lot of umm  problems. Um  so  we are a team as an organization. So last year I was like a director on the exec board  but not umm one of the co-presidents  and the biggest challenge we've had as a team was that our co presidents were not motivated  had very poor communication  and we didn't have  we just didn't really get anything done. Umm so a challenge on my part was not really  I wasn't sure  I knew what needed to get done and I knew things like we needed to be more efficient and take more initiative and you know  motivate our staff  because it's not like  it's not just about us  we obviously  there are people that like depend on us.. and umm  the problem was like not stepping on their toes at the same time  while trying to.. trying to get them motivated but you know  telling  and I think a challenge was that they felt it was  they felt personally attacked when people criticize them. Or when people try to make suggestions for better things to do umm so I think solving that problem was more just stepping back and being like you can't do everything  if that person is the president you just have to let them do what they're gonna do and wait til your ends do your job right  but don't try to push  like you can't always push through things  sometimes you gotta just like go.
p59,4,Interviewer: Mhm.,Interviewee: And like... and I guess that's... that did kind of solve the problem. I mean  I didn't solve the problem of like  things not getting done. But like I think realizing that actually helps a lot. Because it was just like banging your head against the wall. So.. yeah! (Laughs)
p59,5,Interviewer: Can you tell me one of your weaknesses and what your doing to overcome it?,Interviewee: That's like also a weakness I guess.. I guess a weakness of mine would be that I am pretty umm.. Knowing how to step back and not umm.. basically not trying to do everything myself when it's definitely supposed to be a team effort  and that involves a lot of like trust in other people and their competency. So umm... definitely giving people the chance to do the job right. And sometimes you make second chances. So I think that's.. I might have a bad temper sometimes. That can be part of it (laughs). So yeah.
p59,6,Interviewer: Okay. And why do you think we should hire you?,Interviewee: I think because I'm very motivated. And I have a lot of self initiative and I'm hard on myself  so that sometimes I expect highly of other people in the same way  and that can  I mean that is part of both the challenge and the weakness question that you've asked about  but I think that is umm good in  when you have a team of people and like you need somebody that umm is very meticulous about delegating things properly and making sure things are done at the right time. And somebody who really takes like  self responsibility for things. So.. I think if it's for like a project for example  like a small group project its like good to have someone that isn't shy to speak up in a group. And somebody that can sort of like organize the group to  to coordinate the group better. Like vocally. (Laughs)
p6,2,Interviewer:  Tell me about yourself,Interviewee:  I am in aerospace and engineering  and a  
p6,3,Interviewer:  Ready?  Tell me about a time you demonstrated leadership.,Interviewee:  well with ROTC you get a lot of  
p6,4,Interviewer: mm wow ok tell me about a time when working on a team and facing a challenge  how did you solve that problem?,Interviewee: ah in unified last year  uhm we had the  
p6,5,Interviewer: ok and can you tell me one of your weaknesses that hopefully will never come in?,Interviewee: One of my big weaknesses would be ah  
p6,5,Interviewer: and what are you doing to overcome it?,Interviewee: well ROTC is kinda forcing me into  
p6,6,Interviewer: and why do you think we should hire you,Interviewee: (slight laugh)
p6,6,Interviewer: (finishes sentence) in the meaning,Interviewee: ah because I'm physically qualified and  
p6,6,Interviewer: great,Interviewee: Mmm  hmmm
p60,1,Interviewer: Ok. Alright  Ready to go?,Interviewee: I’m good  
p60,2,Interviewer: How are you doing today?,Interviewee: How are you?
p60,2,Interviewer: Good,
p60,2,Interviewer: Good. Tell me about yourself,Interviewee: Umm  So my name is Juliann  ok  uhh  just hold up  so what  what exactly would this interview?
p60,2,Interviewer: You can say background,Interviewee: Ok
p60,2,Interviewer: It’s a behavioral  short behavioral interview for I guess for Med School,Interviewee: Ok  
p60,2,Interviewer: Ok?,Interviewee: So I’m Juliann  I go to MIT  I’m currently a junior  I’m hoping to attend your  the medical school that I’m applying to  
p60,2,Interviewer: Mmm  hmmm,Interviewee: Umm yeah I’m studying computer science and biology  which is a pretty new umm course here at MIT  and currently I’m taking mostly biology classes  I’m also doing research in the hematology lab  and umm  yeah so a little bit about myself umm I guess if you want to know a little bit about my background before college  I was born in Tai… I was born in California… in Irvine  umm and my parents and I moved back to Taiwan when I was about 10  so I went to International school there  umm but yeah  most of my friends were pretty bilingual. They spoke both English and Chinese so I would say that I’m pretty you know fluent at both languages. And yeah really look to both California and Taiwan as my homes.
p60,3,Interviewer: Great  Tell me about a time you demonstrated leadership?,Interviewee: Ok  umm let’s see… So I as I said I’m from Taiwan and I’m  I’m part of a student group here at MIT  called the association of Taiwanese students  and what I actually was  was a cultural chair uh  for a year  and one of our main events is to create a night market  so umm  yeah  so instead of you know the outdoors night markets that you see in cities in Asia  uhh we actually took it inside into our student center  so we had to work with umm the leadership from a bunch of different other clubs  so this included like the Chinese students club  umm  the association of  sorry the Asian American Association  as well some other umm cultural clubs in order to create this event  and so what my partner and I were in charge of was the food  and what we thought  we thought that this was you know  one of the umm biggest points of the event in the first place  so umm  yeah I think that you know ha… getting everyone umm as a group to really sit down and look at you know how much money we had to allocate here and how much umm  you know time everybody needed to set up  umm and we  yeah so my partner and I were in charge of that  and I thought that that was one time where we really showed our leadership and made something  umm  you know  arise out of that.
p60,4,Interviewer: Great  and tell me about a time you were working on a team and faced a challenge  how did you solve that problem?,Interviewee: A team  umm  lets see  ok so over the summer umm  I actually  this last summer before my junior year  umm  I went to Taiwan and China. Taiwan and Hong Kong specifically to teach…
p60,4,Interviewer: Mmm hmmm,Interviewee: And this was in groups of three  so there were two other MIT students and I umm teaching in a group…
p60,4,Interviewer: Mmm hmmm,Interviewee: And so what this conflict arose  umm where we had two weeks of umm teaching and we weren’t sure because there were  there was also another group  another group of three teaching at the same time and we weren’t sure if the students really wanted us to like switch classes so that they could get umm more  more time with all of the six instructors  umm or if we just wanted to stick with the same grup of students for a complete two weeks…
p60,4,Interviewer: Mmmm,Interviewee: And so you know kind of a conflict arose out of that umm it was pretty much you know  three versus three  like three of us wanted  we thought that it would be a good idea to switch and umm the other three thought that you know they wanted to have a more personal relationship with their students. And umm  yeah eventually what you know we we sat down at first it was pretty heated  umm  like so two of uhh  my colleagues  like one person from my team  and someone from the other  umm had you know really strong  strong ideas about umm what they wanted to do. So  you know what I said was  hey  everybody like let’s sit down and calm down  and you know think this through and talk it through  and you know I  I felt like I was one of the mediators in that  you know I didn’t let myself get you know too involved at first  and I didn’t let you know start screaming or anything like that  and I was really the one that said hey everybody sit down  umm  let’s talk this through  and so we really just you know calmly and logically thought it through  talked it through  and you know we were like oh what would be the advantages of of switching and what would be the disadvantages? And in the end we felt like umm the students were there to get breath and not necessarily depth  Since it was only two weeks anyway  and so we felt like it would be a lot better for them to umm have more exposure to all of the MIT instructors from all different backgrounds.
p60,5,Interviewer: Ok. Ok  tell me one of your weaknesses and what you’re doing to overcome it?,Interviewee: Ok. I feel like one of my greatest weaknesses is uhh  self confidence. I  you know  I’m not naturally somebody who really wants to take a center stage to everything
p60,5,Interviewer: Mmm hmm,Interviewee: Umm  and you know there are people  like some of my friends are very much so people who are in the center of attention a lot. And I think that that’s something that I have been working on and will strive to work on umm in the future as well.
p60,6,Interviewer: Great. And why do you think you should get into this medical school?,Interviewee: Well I think that  you know  I (laughs) I I’ve demonstrated a lot of umm I have a lot of experience in the medical field  umm as a college student umm I do research in as I said in the hematology lab and I actually also work as an EMT. 
p60,6,Interviewer: Mmmmm,Interviewee: So that’s been a very  very large  big part of my life since umm last January. Umm  when I got my EMT  EMS umm license  and yeah so I actually work here at MIT umm as a Emergency Medical Technician  Uhh  I work probably 15 hours a week on that. Umm  but moreso beyond my experience I really have a passion for the medical field. Umm  and I you know want to see help both the research that I do that you know  hopefully  in the future uhh  some clinical  the clinical work that I do will effect medical field.
p61,1,Interviewer: So uh  how are you doing today?,Interviewee: Pretty good  how are you?
p61,2,Interviewer: I'm well. Um  please tell me about yourself.,Interviewee: All right. Um  I guess  to start with the basics  I'm uh  a junior at MIT right now. I'm studying course six three  it's computer science. And uh  I guess I didn't really get into computer science until last year. And um  that's after I transferred here from the University of Michigan. And then uh  since then pretty much everything I do has been computer science. 
p61,2,Interviewer: No  awesome. Our courses department is pretty excellent here.,Interviewee: Yeah.
p61,3,Interviewer: So uh  tell me about a time you demonstrated leadership.,Interviewee: All right  um  so this past um  this past summer um  I uh  got  well I guess last year  I got involved with an organization on campus called Camp Kasim.
p61,3,Interviewer: Uh-hmm.,Interviewee: And so  Camp Kasim runs a camp for the children of cancer patients. And it's um  it's kind of a therapeutic camp  so the aim is for kids to just have fun. And  anyway  we have various units that we break the kids up into to  that are divided up by age. And um  I wasn't the unit leader for my unit but uh  there was a time when our unit leader had to go off and uh  it was either his break or he had to uh  go off and take care of some other stuff. And so  uh  I was kind of given control of the unit. And so um  it was an interesting experience  because we were dealing with kids. But um  obviously the counselors were adults and college students  my peers.
p61,4,Interviewer: Yeah. Yeah  I think so  it's always import to help the problem. Uh  so tell me about a time when you were on a team and you faced a challenge. How did you overcome the problem?,Interviewee: All right um  so in  I guess  the last time I can really remember being part of uh  really intense team experience was um  in high school  I was on the year book as a photographer. So um  we  I  my friend and I were both the head photographers. So we  organized all the photos. And so  we would coordinate with the editors. And um  in that they would tell us what sort of content we needed  like what events needed to have photos taken of them  or what teams needed photos. And  we would go about organizing the actual um  like the sending of the photographers to go to these events or to get the team photos. And  so um  there we times when  like just getting  making sure that our photographers got to events uh  and like  and end up getting a decent amount of good photos um  was  could be very challenging. Because  I mean  because we were all very busy students. And so um  one  like just  I guess one challenge we faced was just getting people to like  really commit to their job and follow through on that. And so  part of what we did was just try to build a really strong like  team culture. And  a sense of like  comradery among the photographers themselves. 
p61,4,Interviewer: Ah  yes. ,Interviewee: Um  you know  try to get people to um  like try to get people to go to event  even though  and they weren't assigned. Just out of  like the eagerness to take photos and photography. And so  um  we kind of approached this challenge and motivated  it was like it was sort of a challenge in motivating our  our um  peers. And so  um  or like incentivizing these photos. And  we approached by trying to  like build a sense of community and uh  like  like  and like and ambition in terms of like taking photos. Um  it was  it ended up playing out very well  but there's still a couple photographers who just  you know. 
p61,4,Interviewer: Yeah. ,Interviewee: They just didn't want to do the job  sometimes. I mean  they  they usually had like  valid  some what valid excuses  but. 
p61,4,Interviewer: That inevitable. ,Interviewee: Yeah  but yeah this job still need to get done. So uh  yeah  I mean  that was uh  pretty interesting team experience. 
p61,5,Interviewer: That went well. So  can you tell me about one of your weaknesses and what your doing to overcome it?,Interviewee: Sure  um  yes. Let's see  um  maybe one of my  I'd say one of my weaknesses is communicating my thoughts clearly. Uh  at times I struggle to uh  I struggle to quickly come up with a sentence or phrase to describe what I'm thinking. And so  I like  I find myself kind of slowly articulating a sentence. And um  there's some situations were  just like that those pauses and that slow thinking or slow articulation is uh  can be problematic. And in other  in other situations  like the slow thinking ends up being some what useful  because I've  you know  I don't say anything  I don't tend to say anything rash. And so  um  it has it's merits. But usually  its just in general  it's nicer just to have a faster pace so  in kind of like conveying thoughts. 
p61,6,Interviewer: So  now thinking back to the job that we talked about  now why do you think we should hire you?,Interviewee: Um  um  so I'd say that I'm committed  hard working  uh  person. And  in terms of this job I guess  uh  and my edge  can I describe what it is?
p61,6,Interviewer: Sure.,Interviewee: All right  so in my head it's a software engineering position and so  I believe as um  I can contribute a lot to this  with the skills that I've gained here at uh  MIT. And  then also  I believe that I can gain a lot from the company  in terms of learning um  about what they do and how they do it. And  I think it would be a good partnership. 
p61,6,Interviewer: Well  thank you. For coming to your interview today.,
p61,,,
p62,2,Interviewer: Please tell me about yourself.,Interviewee: So  umm I was wandering  umm I'm actually from Russia. I grew up in Tulun  though  and I normally go to Cambridge University-
p62,2,Interviewer: Really?,Interviewee: -which is  which is where I study. Here I am  uhh a foreign exchange student uhh with MIT. Uhh I study course six umm mainly I focus my interest  split them more like uhh between umm the afternoon where I focus more on devices look like  nano electronics uhh processing methods umm circuits and also stuff that has to do with uhh I think it has to do with AI control machine loading umm so what I'm interested in. I've been taking courses to that uhh goal  so things like 6034  6052  6017  umm in those same areas I've done several projects umm like something Cambridge over summer  I did a I wrote a uhh simulator umm the simulator basically simulates a landing on Mars and has to take in account physics umm graphics  planetary rotation umm and I have to write an AI which accounts for all that and is able to land and launch umm in a space craft. Umm similarly  I've also been participating in a robotics uhh competition in Cambridge. Umm it was similar to MIT's Mass Lab umm and I was on the software team again uhh although I have done a little bit of electronics and the goal of that project was to  in a team of six  create a robot which is able to navigate a black uh sorry a white grid on a black table umm and be able to pick up a cylinder thing with a magnet or without a magnet based on whether uhh it was magnetic or not take it into a certain box  and I programmed the uh AI for that. So that's the most experience I've had. Umm in Cambridge here uhh I've considered participating in uhh umm Battlecode or Mass Lab perhaps. Umm there's been some quite interesting projects going on umm in class; those should be quite interesting. 
p62,2,Interviewer: Excellent. That was  that was a wonderful experience.,Interviewee: Yeah  yeah it was good  pretty good.
p62,3,Interviewer: So umm tell me a time when you demonstrated leadership?,Interviewee: Umm  so umm again  in the robotics project uhh competition at Cambridge umm in in our team of six I had to  in some ways  help out and direct the design choices in our  umm  for the competition. Uhh some things include deciding which sensors to be placed and where and kind of the overall idea was basically because I am running the AI  I have to umm have a clear idea of what the robot has to do  what its components are and I was the one to be the go-to guy in case somebody had to make the decision up based on that. And I made decisions uhh just based on rationality where umm if something was  the idea was that something has to be umm only as complicated as it needs to be and no more complicated because any more complications make problems  stuff doesn't work  breaks  umm so yeah. And I also helped out with the electronics and sometimes the woodshure which umm sensors to hook up to which control lines and stuff like that and I had to blast them on umm well what I wanted to be done for the AI to work properly. Umm another case of leadership  I guess  was I did military service in Finland uh uhh as a citizen-
p62,3,Interviewer: Yeah.,Interviewee: -and  umm  so we had this  at the end of the service near to the end  there was a umm a anti air camp where all the anti air regiments and battalions were coming together at this one big training camp and as a member of the communication squad  umm we had to go and set up some things for the light fly exercises and because our sergeant was away doing some things  umm I really didn't know what he was doing  but I-I had to take charge of the squad and make sure that the cables were done right and had to delegate tasks to certain people that  you know  these two guys  you know  do this cable and these guys set up the radio  I'll do this and so yeah it was quite alright I guess that way.
p62,4,Interviewer: Hmm. Uhh that's all the license. Umm so I guess we can go over some of the details. Can you tell me a time when you worked on a team and faced a challenge  how did you solve the problem?,Interviewee: Umm well with the with the six people uhh we split each ourselves in three teams  three sub teams. One was mechanical  one was electrical  and one was uhh AI. Now because my programming experience was much bigger than the programming experience of the other guy on my team  umm we said that it'd be better if he was to help out with the mechanics 'cause there was umm a lot of hand work to be done uhh a lot of design work there and the AI is easily written by me  when umm I just kind of have a clear idea it was much faster then splitting with other people  it was rather simple AI I guess. Umm now  with the mechanics it's much more important they get all this stuff done  leave some time in the workshop work so it was a decision we had to make umm to get more of that kind of get more of that hand work to the mechanical team  more man power to the mechanical team. Uhh with the electrical team umm we decided that we wanted the meaning doing most of the design work for the electronics 'cause you get a better idea and they also gonna be doing most of the soldering of electronic parts 'cause so we got uhh some basic components we we got this controller block umm with with a CPU inside but it had to be wired to sensors and controllers and other controllers and all that so we had to do all those circuits. Umm so one of the guys  Oscar  umm was much more into that so he took charge into design and uhh Calvin did much more the soldering and stuff. I kind of helped out when they needed some help. Umm so yeah we just needed to have a clear delegation of tasks and just do a bit of try if somebody needs something done we'd be able to produce a kind of working-ish result-
p62,4,Interviewer: Ahh.,Interviewee: -so that we could get stuff out. So as an example  I-I made a control system which uhh follows the lines way before I wrote any of the code for picking up stuff or testing what it is and how to choose where it goes. The idea was that I am able to follow the line and turn umm which kind of tricky actually  so the way the sensors set up and the motors weren't properly balanced and such. Umm so the mechanic guys managed to work together umm at a quick rate with just some of the basic plates they didn't they didn't cut them or anything. They just got a plate  put some motors on  uhh hooked up the motors into the CPU  and did that and it worked. I was able to make the AI which follows the lines which was pretty good. Umm also that that that did mean that the umm the Oscar who made the sensor connectors umm he had to kind of work faster and make those particular circuits work before he made any other control circuits. But delegating those things that way it  well will do a step by step  and do it gradually.
p62,5,Interviewer: Umm so tell me what are your weaknesses and you're going about to improving them.,Interviewee: Umm I guess one of my weaknesses is that I often get carried away umm I guess somewhat arrogantly. Umm when I'm working with something  and I think I have a really good idea of what I am doing  umm something is better than other umm I have a better idea of wondering than therefore try to tell them maybe they're doing it slightly wrong be sort of somewhat more self-absorbed in what resources need to be allocated because I'm doing a lot of stuff and they might be doing it more slowly so I can use this for longer or something. Umm not not to the point of insulting people but more sort of center of attention kind thing  I guess. Umm I'm trying to kind of be more mindful of what other people are doing and sometimes that even though I think I have an idea of what I'm doing  I don't actually or that I might be mistaken. So I kind of try to be more kind of chilled and laid back just yeah so yeah  but it's a work in progress.
p62,6,Interviewer: Umm so now finally  think of the job you'd like to have. So now why do you think we should hire you?,Interviewee: Umm well you should hire me because I am capable of uhh pretty good verbal communication umm I don't really stress out much  I think  so I'm quite relaxed that way. I'm able to speak three languages  so I'm able to communicate quite well  umm Norwich  Finnish  and English. Umm and I tend to be quite good at being able to delegate tasks to people so I'd be good for like a project lead  I guess because I have a pretty good technical background and I understand the tech and I quite enjoy working with the tech and I also like being with a team environment where I can delegate tasks and work on umm different things. On on some things we can accomplish by ourselves on a larger project working on a team is quite fun if it works out right.
p62,6,Interviewer: Well thank you for coming.,
p63,1,Interviewer: So  how are you doing today?,Interviewee: Yeah  pretty good. Um  don't feel particularly different from any other day.
p63,2,Interviewer: [laughs] Uh  so  please tell me about yourself.,Interviewee: Um  so I'm from Nearbell Fosten [SP]  Northern Ireland. I have three younger brothers  um  so  I think they have kind of influenced me as much as I probably have influenced them. Like  Mark  the next one down  he's only a year younger than me  so he was always a lot sportier. Uh  coming up through school he was always playing rugby and cricket and because of that  I got into those sports. Um  and then Ian  the next one down after him  is a lot more artsy and stuff  so I think because of his influence I'm kind of a bit more appreciative of things that I would have maybe just kind of  like  disregarded before. Um  Like  um  when we was down in New York there we went to MOMA and there was like  um  the Scream by Munch or Moonch . . .
p63,2,Interviewer: Yeah.,Interviewee: . . . whatever  which was there  and some Van Gogh Starry Night and some lilies by Monet. So I [??] with that. But you know what? He will probably want to hear about this so I'll go and I'll take some photos for him. Um  and then Harry is the youngest one  he's kind of like just gets away with everything  being the youngest. But  um  should be pretty good to go back around Christmas and catch it with them and stuff. Um  probably not get back over to Cambridge in the UK over Christmas break but I try to keep in contact with friends from there  through like Facebook and stuff. Um  and yeah  just really enjoying my time here at the moment. That's a little bit of background on me and my family. 
p63,3,Interviewer: Uh  excellent. So tell me a time when you demonstrated leadership.,Interviewee: Uh  so  this  I'm here on my third year  what you call junior year  my first two years in Cambridge I was part of like the Student Council for the college there while I was in college. So as part of that we do have like  we call it Thrashers Week  where as you kind of call it Freshman Rush  dorm exploration or whatever  um  so we had a big kind of end to that week  finale event that kind of took over college  like  multiple music stages and the legal drinking age in the UK is 18  so everyone at university could drink  so there were different promotions on different  um  bars all over the place in the college  different attractions and stuff. So  um  just kind of planning that  deciding what the theme would be  um  how we were going to decorate up the colours to tie in with that  and getting music acts  um  getting promotions on the main bar  and just making sure we were covered health and safety wise in terms of enough canisters  fire extinguisher points  emergency plans and obviously working as part of a committee on that and being responsible for individual sections  particularly  [??] being responsible for a particular area  I think that's quite a practical hands-on  time when I've been given leadership and I think I done well with it. 
p63,3,Interviewer: Uh  excellent. Sounds like a fun time. ,Interviewee: It was  yeah.
p63,4,Interviewer: So  uh  tell me about a time you worked in a team and you faced a challenge. How did you go about solving it?,Interviewee: Right. So  um  again going thinking back to Cambridge in the UK  um  we  one of the things that Cambridge is known quite well for is Rowing  so I got to Cambridge and I was like  ah  I've never tried rowing before  I'll take this up. So  um  in my first year there was me and a few of my friends took it up and we continued it into our second year  but one of friends then decided he didn't have time for it and just kin- kinda dropped it to the wayside  but we had the big kind of races that are towards the end of the summer there  they're called the Maybumps [SP]. And obviously any kind of sport team work is important  but in rowing so much of it is just getting in time with each other  working as one  and it takes like the whole year to build up this. So him deciding to [??]  was really going to be massively detrimental  'cause you can get someone to sub in and fill his seat but it's not the same. Um  so  convincing him to stay on  as part of the team and kind of rallying like getting a good  like  boat spirit  that we weren't just here guys that kind of rowed  but we all got along well and we actually wanted to row for each other. And because I had been given responsibility as Boat Captain  no like the overall boat club captain  but that boat. So  um  doing things like havin'  um  pre-race meetings together  and watching  like  video clips before  like kind of motivation Rocky style stuff. Um  and just making sure like we were training hard but people were enjoying training and it was the right kind of balance between  yeah we need to train at this level to be good  but we don't need to go absolutely overboard  and we can gauge when people just need time off  or need time to unwind or de-stress. Um  so kind of implementing that and it came round to the actual Bumps races  he hadn't quit and um  we managed to do a lot better than the previous term  previous term being a bit of a disaster  then this term we actually the best boat from the college. So that was pretty satisfying. Um  like  again it just kind of shows  like  the races are painful and tough but you work together to get through them  you feel good after. So that was like a pretty obvious sporting example of teamwork.    
p63,5,Interviewer: So  tell me about one of your weaknesses and how you plan to overcome them. ,Interviewee: Um  I think overall I'm quite  like  confident and happy to talk to people and stuff  but maybe a weakness could be that sometimes I do dive into things a little too eagerly  like  um  it could almost be that I could become better at these kind of interviews by just having the  that extra confidence to just sit there quietly for 20-30 seconds  think what the question actually specifically asked and answer it  rather than thinking  okay  they've stopped talking  I better start  and just diving in with an answer. And I'm coming across then as  perhaps  a bit frantic or not completely focused. So I think some of that is just going to be practice   like do interviews  get comfortable with sitting with a little bit of silence while I compose my thoughts and going into a well structured answer rather than just diving straight in with an answer as I've kind of been doing  I think  so far.  
p63,6,Interviewer: [laugh] Um  Actually you've done surprisingly good so far. Uh  so now think of a job that you'd like to have. So why do you think we should hire you?,Interviewee: Um  I think that obviously to hire someone they need to have the qualifications that are gonna allow them to do well in the job  but  like  almost any job  um  in today's world isn't going to be specifically tied down to one individuals sector. It's going to require skills that cross a variety of disciplines and I think that  like  I've used my university time so far in the UK and in America  really broadening the experience that I've got. Uh  broadening my  uh  ex- exposure to different fields of engineering.
p63,6,Interviewer: Mm-hmm.,Interviewee: And also using the really quite amusing house program you have here to broaden my exposure to even  like  artsy stuff. Um  I also think that through like projects  lab work  and things of that nature  I have the skills to work in a team. Be that  having the  uh  kind of humility to accept  okay  there's someone more experiences  more knowledgeable than me in this  I'll take the lead from them or I'll start realizing when it's an appropriate time I'll take the lead here because no one else is really going to  or I'm the best qualified to really take command.  
p63,6,Interviewer: Mm-hmm.,Interviewee: So  like  in terms of working with others  that's a strength that I have  um  and I think in terms of contributing to like  the overall atmosphere in the company  I'm quite a pleasant  optimistic person. I like to think that I'm someone that others would be happy to work around  so not only would I be working well  but others would be working well  um  through my being there. Um  I'm not saying like I'm going to suddenly make the company  like  200% more profitable  but I do think that I'll feedback in as much benefit as I'll get out of a job that I genuinely enjoy.
p63,6,Interviewer: Well thanks for coming today.,Interviewee: OK. Thank you.
p64,1,Interviewer: So how are you?,Interviewee: I'm doing pretty good
p64,1,Interviewer: Oh good.,Interviewee: How about you?
p64,1,Interviewer: I'm pretty well.,Interviewee: Yeah  it's kinda shitty outside haha.
p64,1,Interviewer: Well  I brought an umbrella so it's not too bad ,Interviewee: Gotcha. Yeah I thought it was going to snow but I'll take like drizzle over that.
p64,2,Interviewer: Yeah. So uhm... Tell me about yourself.,Interviewee: Uhm.. So I'm a junior obviously here at MIT. I'm studying chemical  biological engineering and minoring in economics. Uhm  I live in Cap Sigma which is one of the fraternities on campus. I'm from Chicago. Uhm  actually I was just home recently for Thanksgiving. Uhm  and then  here on campus I obviously go to class and when I'm not in class I do the like getting involved in my fraternity as well as  uhm  I try to help with Habitat for Humanity so I do a lot with them and some community service stuff that we have as well.
p64,2,Interviewer: Oh cool. I'm from Chicago too.,Interviewee: Oh cool. Where?
p64,2,Interviewer: Uh  Wilmeka.,Interviewee: Okay  I'm from Siokee.
p64,3,Interviewer: Oh cool. So  uh  tell me about a time when you demonstrated leadership.,Interviewee: Uhm  so  if I had to give I guess an example of leadership..uhm.. recently this semester I'd probably talk about uhm working with Habitat for Humanity like I mentioned before  uhm  I'm currently the president of the club and uhm so we do a couple of different things on campus here  both on and off campus  uhm  related to like international organization and so one of the big things we do on campus is we  uhm  have what we call the Beaverdash. And its a 5k run around the West end of campus.
p64,3,Interviewer: Uh huh,Interviewee: And we've done it about 5 of them now. So this year has since I was in charge of the club I had to organize it  uhm  and it was kind of a unique situation because uhm...
p64,3,Interviewer: Hm.,Interviewee: We were working with the President's office. Uh combining with President Griphes inauguration night. Actually they contacted me
p64,3,Interviewer: Oh wow.,Interviewee: Uh  which was awesome because  like  they have a ton of money
p64,3,Interviewer: *laughs*,Interviewee: And resources that I normally wouldn't have. So I uh was able to work with that. but I think it was a very interesting leadership posi- uh  position because I was networking with my own execs which is 10 of my own students that I work with. As well as the greater club which is about 100 kids that actively participate. But then also in conjunction with the President's office which is a couple people in uh staff  uhm. With like  uh  the Z center and things like that. So we were all working together to organize this larger than normal event in conjunction with other activities going on that weekend. So it definitely took like going to meetings with like staff and more important people in the world of MIT. And like relaying messages and working with like my own board and getting stuff done. And selling tickets and actually running the event and coordinating the volunteers and things like that. So I think it was a really good leadership opportunity and I worked with a lot of interesting people.
p64,4,Interviewer: Ah excellent. So tell me about a time you were working on a team. You faced a challenge. How did you go about solving it?,Interviewee: Uhm  lets think of a good challenge. Uhm.. Okay so  uhm  more recently  I was working on well I'm involved with my fraternity. One of my objectives was to plan a little retreated that we have  like going camping.
p64,4,Interviewer: Uh huh.,Interviewee: So as part of that I work with a team of people  some of them are freshmen which is who the retreat is meant for. Some of the are my friend  well everyone's my friend  but so its like an interesting dynamic because you're working with your friends but you have to kinda be managing them and stuff like that. So that was like challenge number one. But then the real challenge was to coordinate essentially like we had 60 people and we wanted to go camping somewhere. The real challenge we had was getting people to commit and to count accurate numbers and stuff like that. So I was really able to like in the context of the team organize people to go and personally talk to like all 60 people. So we could get a feel for like who was actually coming. Because an issue we had in the past 50 people would say they wanted to come but only 40 people would show up. Those 10 people are actually like hundreds of dollars wasting. and so its really important to get an accurate count and finding out who has dietary restrictions who had certain. Traditionally it is really nice to use like email to talk to people but here we've been really utilizing  uhm  actually going in person and having meetings together and breaking out and talking to individuals  and then  like  doing allocation of like  who  was going to call the various utilities whether it be car rental or food purchase or stuff like that. Uhm so there's a lot of different allocation of  uh  tasks  and then  like individual talking to people and so those kinda overcame those different challenges.
p64,5,Interviewer: Ah excellent. So  tell me about your greatest weakness and what you're doing to overcome it.,Interviewee: Yeah. So  uhm  my greatest weakness currently  uhm  the best way I guess to phrase it would be
p64,5,Interviewer: Uh huh.,Interviewee: I guess I feel like I need to be very involved in things I do whether they be like if I'm doing a project or leading an activity I feel like I need to be very on top of whats going on - which is of course a good thing you obviously if your in charge of something you want to be aware of whats happening. But I think its my weakness because it allows me to not allocate enough to other people and it cop me to stress myself out and possibly not have as good as a final project because I've taken too much on for myself. So that's obviously a kind of weakness and uhm what I've kinda been currently doing to counter it.. is uhm  really working on finding like friends to kinda like overview what I'm doing especially if I'm involved in. Very specifically delligating stuff to them and working on kinda like not doing as much and trusting others to do stuff and get the job done and let someone work without checking in to really promote like letting them to go do their own thing and not concern myself with it obviously responsibly but also at the same time to not over burden myself.
p64,6,Interviewer: Hm  oh that makes a lot of sense. So  I'd like you to think of a job that you'd like to have.,Interviewee: Okay.
p64,6,Interviewer: Got it?,Interviewee: Uhhhmmm  sure.
p64,6,Interviewer: Okay  so  why do you think we should hire you for this job?,Interviewee: Uhm  so I think I bring a lot to the table by having been here for 2 and a half years here at MIT. I've gained a lot of technical skills  of course  I've taken a lot of classes and done a lot of laboratory research. I've done a lot of projects through those classes. And so I think I have a lot of technical skills and  uhm  I  in this position at this company would really have the ability to take these skills and combine them and applying them with the other skills I've picked up here which are leadership and communication skills. Uhm  cause right now they've kinda been in separate realms where I do a lot of activities on campus where I've had the opportunity to plan events and I've kinda been able to take those skills and apply them towards like a technical related problem on which I would be able to do at this company and hone both of those together which I think would be very advantageous for me and very advantageous for you as a company  Uhm  and really allow me to show off the abilities I've learned here.
p64,6,Interviewer: Ah  well  thank you for coming.,Interviewee: Yeah  of course.
